N E X T F L O W  ~  version 21.04.0-edge
Launching `/workdir/B5-Workflow-Earth-Observation/EO-01/workflow-dsl2.nf` [eo-experiment-r7-n14-e3] - revision: 95e4f03f65
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[c1/07457d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19841016_20170220_01_T1)
[c8/b825f2] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20061216_20180312_01_T1)
[a3/110d07] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20060130_20180310_01_T1)
[c4/2cc074] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20040406_20170121_01_T1)
[a9/4a9c88] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990604_20180210_01_T1)
[12/1d2f71] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920819_20171209_01_T1)
[98/74b0ba] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20050706_20180124_01_T1)
[63/0a35fa] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000809_20180312_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[38/626213] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010516_20170205_01_T1)
[80/348aa0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840423_20171213_01_T1)
[5b/70d592] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890624_20180210_01_T1)
[a7/89dbbc] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20061005_20170106_01_T1)
[61/481f2c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19971105_20180210_01_T1)
[26/fc8352] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19990831_20170217_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[1a/1d679d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000215_20180617_01_T1)
[58/db8bea] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20050706_20180126_01_T1)
[18/f26214] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980601_20181107_01_T1)
[e9/9bbd8f] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940403_20180210_01_T1)
[2d/615742] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990924_20180210_01_T1)
[51/75c51d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19961102_20180210_01_T1)
[52/c6bfc1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900118_20180210_01_T1)
[3e/265082] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980617_20180704_01_T1)
[5d/e66fb3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840813_20171213_01_T1)
[90/8b2da5] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060106_20170111_01_T1)
[fe/ae6492] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19981108_20180210_01_T1)
[0e/b0a598] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060223_20170110_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[1c/e12122] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19991127_20180210_01_T1)
[fe/33291c] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20001207_20170208_01_T1)
[37/c8b014] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920803_20170907_01_T1)
[bc/e12937] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20020722_20170129_01_T1)
[09/e5ef90] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19951015_20180210_01_T1)
[7a/9b2a99] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19850325_20170219_01_T1)
[b9/a0e0b1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20030903_20161204_01_T1)
[b2/f0a798] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960220_20180210_01_T1)
[95/395a17] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840525_20171214_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[25/4cdaab] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000215_20171211_01_T1)
[33/e433f2] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980329_20180210_01_T1)
[1a/c37b91] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19971121_20180210_01_T1)
[09/822526] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970513_20180210_01_T1)
[85/e0059b] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19991002_20170216_01_T1)
[01/562158] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950929_20180210_01_T1)
[60/26daf0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20031005_20161204_01_T1)
[6c/bdf916] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19901102_20180210_01_T1)
[91/8776c9] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19990815_20170217_01_T1)
[e1/a889d3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870227_20180210_01_T1)
[87/5d05ba] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20050604_20180126_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[e4/3c1f36] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890320_20180210_01_T1)
[2e/da9787] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990823_20180210_01_T1)
[10/58c81a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940302_20170717_01_T1)
[19/4cd484] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990722_20180210_01_T1)
[7a/02a602] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020119_20180501_01_T1)
[68/3dd947] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990620_20180210_01_T1)
[28/7f41d3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19850715_20171212_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[8c/a171fe] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960611_20180210_01_T1)
[57/e7f09b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840610_20171213_01_T1)
[28/6bd629] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20030802_20161205_01_T1)
[f4/99c21b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980921_20171214_01_T1)
[11/e6c5d7] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990908_20180210_01_T1)
[ca/a780eb] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960814_20180210_01_T1)
[6d/7e80c6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890216_20170613_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[63/f8c736] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19861225_20170215_01_T1)
[74/bbab40] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920108_20180218_01_T1)
[d7/3a7b1c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020612_20161208_01_T1)
[db/252ed3] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900424_20180210_01_T1)
[ee/c82d24] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860803_20170217_01_T1)
[d8/339298] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20060911_20180309_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[45/4f0e17] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960729_20180210_01_T1)
[29/78900c] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050308_20170117_01_T1)
[9f/640ab6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960204_20180210_01_T1)
[0f/669aef] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980108_20180210_01_T1)
[22/6a78f8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880504_20171209_01_T1)
[5c/3606a4] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870907_20170211_01_T1)
[8c/b7158b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900611_20180210_01_T1)
[04/f29ebb] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860702_20180430_01_T1)
[36/3e4e00] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000918_20170210_01_T1)
[13/9ec827] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19981124_20171214_01_T1)
[27/78546c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19931110_20180811_01_T1)
[a7/31c21c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19951116_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[cc/07c44b] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010329_20170205_01_T1)
[75/b44b9e] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20031013_20170124_01_T1)
[50/78cb8a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20041210_20180310_01_T1)
[30/cedc1d] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20041116_20170117_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[90/5e886b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19840626_20170220_01_T1)
[b1/f765ae] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20001028_20180623_01_T1)
[3e/4294d0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930907_20180210_01_T1)
[f2/0f2b12] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010921_20170203_01_T1)
[7b/cd9d15] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950711_20170109_01_T1)
[b1/ae992d] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20061114_20180309_01_T1)
[93/23d9c1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19980719_20180210_01_T1)
[84/5e7a10] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19901001_20171208_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[67/d711e8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19931009_20180218_01_T1)
[66/04ec2f] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20000817_20170210_01_T1)
[99/97e12b] Submitted process > preprocessing:preprocess (LT04_L1TP_182035_19881206_20170205_01_T1)
[04/3dee7a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880520_20180210_01_T1)
[c1/6c9ea6] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950828_20180609_01_T1)
[96/fabab9] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20050324_20170115_01_T1)
[09/8c500b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880824_20170907_01_T1)
[5a/b417ca] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19931110_20190813_01_T1)
[59/4c6663] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19900307_20180210_01_T1)
[85/429ab8] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960408_20180210_01_T1)
[11/c2922e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20011116_20180502_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[4d/3872ea] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970105_20180210_01_T1)
[84/a56ac9] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19990831_20191022_01_T1)
[4f/afa1b5] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19941215_20180613_01_T1)
[59/3b2063] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950711_20200416_01_T1)
[16/e477c6] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20030506_20170125_01_T1)
[9e/476a42] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20010313_20170206_01_T1)
[f6/ca7f6b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890405_20180113_01_T1)
[d5/9feac1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19961017_20180210_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[99/0572c0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19950201_20180210_01_T1)
[aa/b2eb0e] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19971207_20180302_01_T1)
[a3/500184] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19920531_20170717_01_T1)
[d3/e46d63] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990127_20171215_01_T1)
[a3/08bc8a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19871110_20170808_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[66/1e0141] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20020204_20180830_01_T1)
[c2/a963ee] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010305_20180311_01_T1)
[ee/3cdd87] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990212_20180210_01_T1)
[7f/13e668] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20020519_20170131_01_T1)
[29/520d79] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19940505_20180210_01_T1)
[a5/3c260b] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19990807_20180210_01_T1)
[77/2c9998] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19890811_20180210_01_T1)
[1b/88104c] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20011015_20170908_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[bd/4b61a0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19981007_20171210_01_T1)
[44/fc53c7] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_20060818_20170109_01_T1)
[2c/5329c4] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19991213_20180218_01_T1)
[2c/748336] Submitted process > preprocessing:preprocess (LE07_L1TP_182035_19991205_20170216_01_T1)
[d5/c1f076] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19870518_20170212_01_T1)
[26/4f89af] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19910310_20180210_01_T1)
[a3/712a54] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19930331_20180613_01_T1)
[7e/ffeff1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19901220_20180210_01_T1)
[1f/f20629] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20000708_20180919_01_T1)
[68/a2e967] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_20010913_20171214_01_T1)
[76/dca82a] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19960526_20180210_01_T1)
[df/d893a0] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19861006_20200921_01_T1)
WARN: K8s pod cannot be scheduled -- 0/24 nodes are available: 1 node(s) had taint {node.kubernetes.io/disk-pressure: }, that the pod didn't tolerate, 10 node(s) didn't match node selector, 13 Insufficient cpu, 13 Insufficient memory.
[66/690cc1] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19880402_20180210_01_T1)
[98/a69f08] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19970206_20180210_01_T1)
[72/52fb5f] Submitted process > preprocessing:preprocess (LT05_L1TP_182035_19860429_20180210_01_T1)
